title_normalized,price_quetzales,square_meters,rooms,parking,baths,location_normalized,description_normalized
apartamentos nuevos en venta en zona 7,1049000,72,3,1,2,zona 7,desde q1 049 000 00 modelos disponibles 71 22 m2 de construccion 3 habitaciones 2 banos 2 parqueos 1 balcon 83 75 m2 de construccion 3 habitaciones 2 banos 2 parqueos 1 balcon 85 48 m2 de construccion 3 habitaciones 2 banos 2 parqueos 1 balcon amenidades family lounge man cave salones sociales chefs kitchen sala de juegos sala de reuniones coworking gimnasio casa de te amenidades en plaza piscina juegos infantiles parrillas canchas deportivas y area para mascotas cuota de mantenimiento q850 00 dependiendo modelo de apartamento
casa en venta zona 2 altos de san angel,1650000,112,3,2,2,zona 2,venta de casa en zona 2 altos de san angel preciosa casa con 3 niveles terreno de 7 x 16 construccion 112 mts2 patio con pergola 1 dormitorio master con w c 2 dormitorios secundarios 2 banos y medio carport para 2 carros o 3 sala comedor cocina estudio area de lavanderia precio de venta q1 650 000
apartamento en venta edificio torre vilaflor zona 16,1300000,91,2,2,2,zona 16,91 97 mts2 cuarto principal con bano y ducha cuarto secundario bano de visita afuera del cuarto con ducha sala comedor y cocina balcon con vista a cayala lavanderia pequena se entrega con calentador de gas nuevo 2 meses cortinas del balcon por tema de sol desayunador brazo en la cocina micro ondas refrigerador y espejos en ambos banos parqueo sotano 1 14 54 mts2 parqueo sotano 2 14 49 mts2 amenidades del edificio gimnasio co working space espacio para eventos con bar incluido y salon social
casa en venta zona 18 colonia atlantida,690000,95,1,0,1,guatemala city,casa en venta colonia atlantida zona 18 1 habitacion 1 bano 1 nivel construccion 80 mts2 terreno 5 60 x 15 50 ubicacion colonia atlantida zona 18 cerca de metronorte y centro comercial portalescoordinar visita con el contacto del anuncio clave interna pvc 017 06 23
apartamento en venta zona 11 las charcas,1199640,113,3,2,2,guatemala city,lindos acabados y con balcon 3 habitaciones 2 banos 2 parqueos sala - comedor - cocina balcon area de lavanderia construccion 113 mts2 gabinetes y top de granito en la cocina walk in closet y bano privado para la habitacion principal closets en las habitaciones secundarias ubicacion condominio balmes las charcas zona 11 ciudad guatemala piscina climatizada gimnasio salon social coworking rooftop churrasqueras juegos infantiles fire pit pet wash coordinar visita con el contacto del anuncio clave interna pva 010 07 23
apartamento en venta santa maria de las charcas zona 11,854900,66,2,2,1,guatemala city,cerca del anillo periferico 2 habitaciones con closet 1 bano completo 2 parqueos sala - comedor cocina con gabinetes area de lavanderia construccion 66 mts2gabinetes de cocina con top de granito y closets en las habitaciones ubicacion santa maria de las carchas zona 11 guatemala gimnasio sky lounge business center salon social area verde juegos infantiles garita de seguridad recepcion elevadores circuito de camaras de control caminamientocuota de mantenimiento q 800 coordinar visita con el contacto del anuncio clave interna pva 011 10 23
apartamento en venta statera apartamentos zona 2 ciudad,1172000,70,2,2,2,guatemala city,apartamento en venta en statera zona 2 2 habitaciones 2 banos completos sala - comedor cocina balcon lavanderia apartamento 69 87 mts2 nivel 6 2 parqueos tandem 24 50 mts2 sotano 4 bodega 2 63 mts2 sotano 4 gabinetes y desayunador con top de granito y linea blanca en la cocina balcon walk in closet y bano completo en la habitacion principal closet en la habitacion secundaria y comparte bano completo con visitas closet de lavanderia con pilita y torre de lavado calentador general de agua pisos de porcelanato y ventanas grandes con excelente iluminacion y ventilacion galerias para cortinas ubicacion statera apartamentos sobre av independencia ciudad nueva zona 2 guatemala motor lobby recepcion con sala de espera y buzones juegos infantiles canchas deportivas salon social mesa de billar gimnasio piscina con vestidores terrazas con areas de estar churrasqueras y fogatas artificiales el complejo cuenta con lindas vistas a la reserva natural y a la ciudad ademas se ubica cercano a vias de acceso y al centro historico comercios y agencias bancarias coordinar visita con el contacto del anuncio clave interna pma 026 04 24
casa y apartamento en venta condominio blv sn cristobal,1650000,256,4,3,3,mixco,casa y apartamento en venta en condominio sobre bulevar san cristobal guatemala construccion 256 mts2 aproximadamente terreno 8 x 20 casa 3 habitaciones 2  1/2 banos 2 parqueos mas uno al frente sala - comedor cocina sala familiar habitacion de servicio con bano completo patio posterior lavanderiaapartamento 1 habitacion sala - comedor - cocina 1 bano lavanderia 1 parqueoademas cisterna de 18 mil litros con bomba gabinetes y top en la cocina closet y uno de los banos privado para la habitacion principal closets en las habitaciones secundarias con ventanas amplias pila en lavanderia acceso independiente y privado al area de servicio y jardin ubicacion condominio residencial sobre bulevar principal de san cristobal cerca de supermercados plazas comerciales bancos centros medicos y colegios bosque y caminamientos churrasqueras plaza comercialideal para inversionista coordinar cita con el contacto del anuncio clave interna pvc 025 04 24
apartamento en venta zona 16 shift de cayala,1700000,101,2,2,2,guatemala city,apartamento en venta zona 16 shift cayala 2 habitaciones 2 banos completos 2 parqueos sala - cocina con peninsula balcon area de lavanderiaarea total 101 3 mts2 apartamento 76 3 mts2 2 parqueos 25 mts2 12 5 mts2 c u incluye gabinetes de cocina acabado industrial todas las paredes concreto y calentador general de agua ubicacion shift de cayala zona 16 garita de acceso y parqueo de visitas piscina spa con sauna seco salon de yoga pilates cava de vinos bistro bar area de coworking area comercial de alto crecimiento coordinar cita con el contacto del anuncio clave interna pva 028 04 24
casa en venta residenciales atlantida zona 18,1443000,300,5,2,2,guatemala city,casa en venta en residenciales atlantida zona 18 5 habitaciones 2 banos 2 parqueos 2 al frente 2 salas comedor 1 balcon 1 terraza cocina lavanderia habitacion de servicio con bano cisterna con bomba hidroneumatica deposito de agua terreno 180 mts2 construccion 350 mts2gabinetes y desayunador en la cocina; habitaciones con closets 2 habitaciones en el primer nivel 3 en el segundo nivel ubicacion residenciales atlantida guatemala cerca centros comerciales centros educativos muy cerca del bulevar principal de ciudad garita de control coordinar visita con el contacto del anuncio clave interna pmc 031 04 24
casa en venta zona 1 de mixco las hojarascas,1455000,155,3,4,2,mixco,casa grande y con amplio jardin en venta las hojarascas 3 habitaciones 2  1/2 banos 4 parqueos 2 techados sala - comedor cocina sala familiar jardin amplio habitacion de servicio lavanderia bodeguita walk in closet balcon y bano privado para la habitacion principal chimenea en la sala principal y familiar pila y techo en lavanderia ubicacion las hojarascas zona 1 de mixco garita de control ornato urbanizacion juegos infantiles coordinar visita con el contacto del anuncio clave interna pvc 031 05 24
casa en venta en altos de barcenas villa nueva,1037400,220,5,2,2,villa nueva,casa en venta en altos de barcenas villa nueva 5 habitaciones 2 banos completos 2 parqueos sala - comedor - cocina espacio para desayudandor sala familiar 2 balcones lavanderia con pila terraza de 95 mts2 en el 3 er nivel terreno 7 x15 total 105 mts2 construccion 220 mts2 aproxgabinetes en la cocina bodeguita debajo de las gradas una de las cinco habitaciones esta en el primer nivel acceso a los balcones desde la sala familiar lavanderia con pila en la terraza del tercer nivel ubicacion residencial altos de barcenas villa nueva guatemala garita de control area verde juegos infantiles cancha deportiva coordinar visita con el contacto del anuncio clave interna pvc 038 05 24
casa en venta san cristobal para residencia u oficinas,1200000,224,3,2,2,mixco,residencia u oficinas en san cristobal 3 habitaciones 2  1/2 banos 2 parqueos modificable a 3 sala - comedor cocina sala familiar balcon terraza con pergola habitacion de servicio lavanderia terreno 7 x 14 construccion 224 mts2 aprox gabinetes en la cocina; balcon walk in closet y uno de los banos es privado para la habitacion principal closet en las habitaciones secundarias el patio posterior este techado a doble altura con estructura metalica ventanas y puertas corredizas de pvc ubicacion condominio residencial en santa barbara san cristobal guatemala cerca de sankrismall mix y pricesmart garita con porton electrico parqueo de visitas coordinar cita con el contacto del anuncio clave interna pvc 004 06 24
vendo apartamento en santa maria de las charcas zona 11,790000,67,2,2,1,zona 11,en accesible y comoda ubicacion 66 49 m2 de construccion 2 parqueos 2 dormitorios con closet 1 bano completo sala comedor cocina con gabinetes lavanderia el edificio cuenta con gimnasio salon social terraza areas verdes y juegos para ninos precio q 790 000 00 llame para agendar una visita
apartamentos en zona 16,1760000,100,3,1,1,zona 16,edificio - gym - area social para reuniones apartamento - medidas 10 m x 9 9 m - sala comedor - cocina - 3 dormitorios - 2 banos - 2 parqueos precio de venta 220 000 mantenimiento q850 incluye garita y areas comunes informacion general codigo 258821
apartamento en venta zona 10 edificio habitat ciudad vieja ideal inversionistas,1794000,96,2,2,2,zona 10,para inversionista actualmente rentado 2 dormitorios walk in closet balcon 2 banos 2 parqueos cocina con desayunador sala comedor lavanderia bodega amenidades salon de eventos sala de lectura gimnasio area de juegos para ninos area de estar en exterior piscina en terraza con firepits area de mascotas construccion de tablayeso piso ceramico techo de terraza fundida y ventanas de aluminio precio mas impuestos de ley
nuevo proyecto de apartamentos en zona 10,1636627,127,2,0,2,zona 10,apartamentos de 2 y 3 habitaciones edificio con salida inmediata a 20 calle de la zona 10 con conexiones a proceres y zona 14 en planos con fecha de entrega primer semestre 2026 el lugar donde la familia y ubicacion ideal se fusionan en armonia proyecto con ubicacion privilegiada cercano a los mas exclusivos comercios amenidades piscina deportiva y piscina infantil gym playground pet friendly business center entre otros
casa en venta fuentes 4 san miguel petapa,550000,96,3,2,1,san miguel petapa,casa en venta en fuentes del valle 4 san miguel petapa asesora jackeline dighero telefono caracteristicas 99 00 de terreno 96 00 de construccion 6 de frente 16 50 de fondo 3 habitaciones 1 bano sala comedor patio amplio 1 parqueo precio q550 000 00 negociables
casa en venta para estrenar en ciudad san cristobal ref 4124,1700000,110,3,2,2,guatemala city,casa en venta para estrenar en ciudad san cristobal ref 4124 descripcion 2 niveles 1 habitacion principal con walk in closet y bano 2 habitaciones que comparten bano doble garita de seguridad pequena sala familiar sala comedor balcon cocina area de lavanderia 2 parqueos frontales jardin trasero 2 garitas de ingreso precio de venta q1 700 000 00
casas en km 18 carretera a el salvador,1090000,176,3,2,2,carretera a el salvador,condominio - pozo de agua propio - parqueo de visitas casas - area de construccion 176 m2 - medidas del terreno 8 15 m x 14 33 m - area del terreno 166 v2 116 m2 primer nivel - sala comedor - cocina con gabinetes - bano de visitas - dormitorio de servicio con bano - lavanderia - jardin al frente - 2 parqueos segundo nivel - sala familiar - dormitorio principal con walk in closet y bano - 2 dormitorios secundarios con closet y bano compartido precio de venta q1 090 000 incluye impuestos mantenimiento q950 incluye agua garita y extraccion de basura informacion general codigo 256699
